measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
5,Prevalence,566,Texas,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2004,0.04851467914061465,0.05372466077573321,0.04381763628717333
5,Prevalence,533,Georgia,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2003,0.053079573184615696,0.05858370755837581,0.04821059159018174
5,Prevalence,542,Maine,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2004,0.05418711898542047,0.05939770096105283,0.04943953693351472
5,Prevalence,532,Florida,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2004,0.055588094945589236,0.06195729926829749,0.05018482261872714
5,Prevalence,568,Vermont,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2005,0.055777879668051394,0.06138665644507745,0.0505285988818102
5,Prevalence,557,North Dakota,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2005,0.045943385353204205,0.050965597066203606,0.041476076026921674
5,Prevalence,535,Idaho,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2005,0.05648079113871961,0.06252560788180087,0.05105082510065539
5,Prevalence,547,Mississippi,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2005,0.05315486715509506,0.05875574397034301,0.048103055149962715
5,Prevalence,557,North Dakota,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2004,0.04587656578243034,0.050719005948944594,0.041526371330172215
5,Prevalence,556,North Carolina,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2005,0.04455597679325538,0.04984632492435753,0.04007412230394729
5,Prevalence,536,Illinois,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2005,0.04587345396664437,0.050548324282630994,0.04166955815426636
5,Prevalence,538,Iowa,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2005,0.049100164171327024,0.054138216616926214,0.04457311292682019
5,Prevalence,528,Colorado,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2005,0.057495282437755056,0.06345791895590439,0.052103702911217145
5,Prevalence,549,Montana,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2005,0.05502016052087054,0.0607845719262835,0.049871928235461896
5,Prevalence,526,Arkansas,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2005,0.06048272364420873,0.06702330882628875,0.05498520976355876
5,Prevalence,561,Pennsylvania,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2005,0.04946065241761674,0.054314411942364645,0.04472044723986618
5,Prevalence,524,Alaska,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2004,0.054393471875532756,0.06019340817612202,0.049256835185639496
5,Prevalence,541,Louisiana,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2002,0.04975859138930426,0.05512322397530448,0.04530788226568827
5,Prevalence,555,New York,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2004,0.05347829814774252,0.05881443370347491,0.04858679403991121
5,Prevalence,565,Tennessee,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2004,0.05669921838454359,0.062486101120661205,0.05157498255892725
5,Prevalence,535,Idaho,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2004,0.05645824897001224,0.06232045316589903,0.05106145361899153
5,Prevalence,542,Maine,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2002,0.054158711311738494,0.059576481882402214,0.04930274593391863
5,Prevalence,556,North Carolina,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2004,0.04454358217103282,0.04988694251685863,0.03996519427695665
5,Prevalence,559,Oklahoma,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2004,0.05775038103567628,0.06361008162934093,0.052443170059440734
5,Prevalence,559,Oklahoma,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2005,0.05785614906043946,0.06402161529259746,0.052502805222885064
5,Prevalence,564,South Dakota,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2002,0.045091575462440026,0.050157516259972904,0.040712880446510565
5,Prevalence,556,North Carolina,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2003,0.0446261487337912,0.049668894647019374,0.04004178622854609
5,Prevalence,523,Alabama,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2004,0.05053235410533527,0.05636742919076752,0.04582234579939224
5,Prevalence,536,Illinois,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2004,0.04585029363463052,0.05045610061245642,0.0416399487457119
5,Prevalence,547,Mississippi,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2004,0.0530948021779774,0.05855279818116109,0.048137217880360975
5,Prevalence,538,Iowa,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2004,0.049061564337647266,0.054104756188669036,0.04463166970467253
5,Prevalence,526,Arkansas,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2004,0.060361414216860726,0.06678934449427315,0.054888933205975786
5,Prevalence,535,Idaho,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2003,0.05645776952735611,0.062327192186540155,0.051136877581910725
5,Prevalence,556,North Carolina,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2002,0.044736256735313576,0.04999174147061109,0.04015012949782203
5,Prevalence,548,Missouri,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2005,0.048504500368651164,0.05403197481534717,0.04379813863723669
5,Prevalence,527,California,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2005,0.04536118002515964,0.0503873464964567,0.04108183905845521
5,Prevalence,554,New Mexico,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2004,0.06023224716356694,0.0664336180110494,0.05501380654603786
5,Prevalence,572,Wisconsin,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2005,0.05338861800859927,0.058914960988221216,0.04846528429651635
5,Prevalence,570,Washington,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2004,0.056979788722182526,0.0628103844126233,0.05160496607996736
5,Prevalence,544,Massachusetts,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2004,0.05108505523035188,0.056607608864361725,0.046160573380769454
5,Prevalence,551,Nevada,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2005,0.05716518340578635,0.06354265620854213,0.05183574782209761
5,Prevalence,544,Massachusetts,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2002,0.05146187562448766,0.056852022382333674,0.046607234701538436
5,Prevalence,549,Montana,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2004,0.05491896350092722,0.06058680946251522,0.04990374416745604
5,Prevalence,534,Hawaii,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2004,0.04962808165751705,0.05451367734794689,0.045374752626160836
5,Prevalence,570,Washington,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2005,0.05700615273190765,0.0628395878374225,0.05161421940147114
5,Prevalence,535,Idaho,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2002,0.05646519734459534,0.062217141962915994,0.05124516628618465
5,Prevalence,540,Kentucky,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2005,0.05589590540413984,0.06179063620401068,0.05080514103840175
5,Prevalence,569,Virginia,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2005,0.05390629525832009,0.05947911686902131,0.04882727397131392
5,Prevalence,561,Pennsylvania,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2004,0.04933974966751282,0.0540937885706713,0.044683975739048046
5,Prevalence,572,Wisconsin,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2004,0.05334713587341976,0.05871457836328526,0.04847676806024775
5,Prevalence,553,New Jersey,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2005,0.044232972138289695,0.04872981872157934,0.04014145266970592
5,Prevalence,527,California,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2003,0.04558474625635858,0.050371205418704934,0.041254263865084476
5,Prevalence,560,Oregon,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2005,0.05726275913625196,0.06337910147875418,0.05203011434606783
5,Prevalence,548,Missouri,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2003,0.048446593632325,0.053752537723278176,0.04371211073114763
5,Prevalence,568,Vermont,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2004,0.05570650581341924,0.061045345169269,0.050655355743237616
5,Prevalence,567,Utah,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2005,0.06396251476583933,0.07155468695463785,0.05755284698083552
5,Prevalence,546,Minnesota,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2003,0.051074222626036773,0.05653505508831033,0.04625554324898567
5,Prevalence,569,Virginia,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2003,0.053884047379003965,0.05936570660607078,0.04909483176033693
5,Prevalence,527,California,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2004,0.04542238882450403,0.050463961435214394,0.041132531152426516
5,Prevalence,543,Maryland,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2005,0.048582462377933226,0.05473685648699188,0.043212650246810314
5,Prevalence,530,Delaware,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2004,0.05303538934584991,0.05867214153285974,0.048308095269450846
5,Prevalence,532,Florida,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2005,0.055567223769546474,0.06181061399053987,0.05001866910772671
5,Prevalence,551,Nevada,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2004,0.05720061793042159,0.06355534284255959,0.052021909580869406
5,Prevalence,569,Virginia,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2004,0.05387574500961516,0.05944659871749183,0.04891498540634532
5,Prevalence,563,South Carolina,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2005,0.0559885781026758,0.06207488477433581,0.05074446586467474
5,Prevalence,563,South Carolina,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2004,0.05588758148859453,0.061763752757760075,0.05068608664482088
5,Prevalence,540,Kentucky,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2004,0.05581555048284227,0.06162369185153583,0.05069808279441802
5,Prevalence,528,Colorado,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2004,0.05754565704301099,0.06344165868760508,0.05226895521789926
5,Prevalence,565,Tennessee,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2002,0.05660872037689158,0.06235377610352286,0.05134455018358578
5,Prevalence,530,Delaware,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2005,0.05313526724808832,0.05890279566010064,0.04819699633647649
5,Prevalence,546,Minnesota,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2005,0.05102758192514425,0.05691583571171196,0.04615907539057883
5,Prevalence,533,Georgia,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2004,0.05299204746376249,0.05856458651344732,0.04801994672482864
5,Prevalence,525,Arizona,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2003,0.055178287670268195,0.06101043944824741,0.05006809396751462
5,Prevalence,560,Oregon,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2003,0.057429465856769044,0.06324672955095517,0.05247653791278948
5,Prevalence,566,Texas,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2005,0.04851872587624435,0.05368287001658898,0.04354587877407761
5,Prevalence,548,Missouri,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2004,0.04844223575615419,0.05414126924806328,0.04391719850910003
5,Prevalence,545,Michigan,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2004,0.051819166581798075,0.057216476471066466,0.04694700467862476
5,Prevalence,567,Utah,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2004,0.06390677967505941,0.07124537379673557,0.05785174672255738
5,Prevalence,567,Utah,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2003,0.0639044120143351,0.07106039782765415,0.05783553511026224
5,Prevalence,555,New York,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2005,0.05357678503773256,0.059213618077819836,0.04855005708867415
5,Prevalence,560,Oregon,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2004,0.05731429494991468,0.06314755979673388,0.05223953638600179
5,Prevalence,554,New Mexico,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2002,0.059927570422328574,0.06601946122855429,0.054519603045323155
5,Prevalence,573,Wyoming,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2005,0.05782438388572457,0.0638954128975398,0.052499616199288245
5,Prevalence,533,Georgia,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2002,0.05318157986069259,0.05873024698742019,0.04836010317719363
5,Prevalence,539,Kansas,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2005,0.05250185350956584,0.05814827479402825,0.0475729328080559
5,Prevalence,539,Kansas,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2004,0.052470971552543356,0.057987568740291706,0.0474355115224262
5,Prevalence,531,District of Columbia,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2005,0.04672118955738348,0.05234995919457485,0.04196935198950339
5,Prevalence,525,Arizona,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2005,0.05504126692847284,0.06129001855045953,0.049541256339020234
5,Prevalence,558,Ohio,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2005,0.05194450854970634,0.05714081274572174,0.04691432701532275
5,Prevalence,525,Arizona,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2004,0.05501844251331834,0.06095679121315442,0.04968274191090837
5,Prevalence,537,Indiana,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2003,0.056439394083809845,0.062063823618905854,0.0513354459018182
5,Prevalence,573,Wyoming,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2004,0.05780846248682418,0.0637245789636342,0.052543312132200495
5,Prevalence,552,New Hampshire,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2005,0.057799318876327735,0.0639235532786879,0.05238116384678148
5,Prevalence,546,Minnesota,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2004,0.051024144314791284,0.056698329274441656,0.04630716732815233
5,Prevalence,567,Utah,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2002,0.0638760798536969,0.07138974000999974,0.05790031253492701
5,Prevalence,564,South Dakota,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2005,0.04509329149480798,0.04995877763136606,0.04069286605731524
5,Prevalence,537,Indiana,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2005,0.05664752813115871,0.0624407492674234,0.05118023367514706
5,Prevalence,552,New Hampshire,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2004,0.057664657069717566,0.06363777227976243,0.05233350066767221
5,Prevalence,565,Tennessee,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2005,0.05676708878812822,0.06263848553303855,0.051623881415271106
5,Prevalence,558,Ohio,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2003,0.05179163837619365,0.056928730808003064,0.04706549808671774
5,Prevalence,558,Ohio,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2004,0.0518535259281464,0.0570452520757523,0.046970095062633575
5,Prevalence,546,Minnesota,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2002,0.05111679807725196,0.05652074827463313,0.046325827978311945
5,Prevalence,544,Massachusetts,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2005,0.05102812585992124,0.056665114649861306,0.046117946548448197
